"","Axis.1","Axis.2","site","year","HydroBasin","Country"
"S1587_2004",0.144060876085097,-0.0625542761817511,"S1587",2004,"2080032600","SWE"
"S1587_2005",0.138001969665879,-0.0624918309361257,"S1587",2005,"2080032600","SWE"
"S1587_2007",0.141945790710161,-0.0666996492444075,"S1587",2007,"2080032600","SWE"
"S1587_2008",0.142895848936569,-0.0648331553856878,"S1587",2008,"2080032600","SWE"
"S1587_2009",0.141945790710161,-0.0666996492444075,"S1587",2009,"2080032600","SWE"
"S1587_2010",0.14368914431506,-0.0632809628614031,"S1587",2010,"2080032600","SWE"
"S1587_2011",0.142876743450886,-0.0648705572943782,"S1587",2011,"2080032600","SWE"
"S1587_2012",0.141945790710161,-0.0666996492444075,"S1587",2012,"2080032600","SWE"
"S1587_2013",0.141945790710161,-0.0666996492444075,"S1587",2013,"2080032600","SWE"
"S1593_2004",0.240426298636767,-0.063755748916846,"S1593",2004,"2080032230","SWE"
"S1593_2005",0.207672606958586,-0.0619270316358967,"S1593",2005,"2080032230","SWE"
"S1593_2006",0.151457011640013,-0.0300281942213443,"S1593",2006,"2080032230","SWE"
"S1593_2008",0.182887980851836,-0.0400572451685889,"S1593",2008,"2080032230","SWE"
"S1593_2009",0.219477642538656,-0.0674930805256777,"S1593",2009,"2080032230","SWE"
"S1593_2011",0.198173822843618,-0.045115736207354,"S1593",2011,"2080032230","SWE"
"S1593_2012",0.111052173910973,-0.0844574020241855,"S1593",2012,"2080032230","SWE"
"S1593_2013",0.112507945169508,-0.0744409380034178,"S1593",2013,"2080032230","SWE"
"S1597_2011",-0.0228422313216515,-0.0661145498021872,"S1597",2011,"2080032230","SWE"
"S1597_2004",-0.0911175998441868,-0.0426938890711739,"S1597",2004,"2080032230","SWE"
"S1597_2005",-0.04239506953444,-0.0570634211540584,"S1597",2005,"2080032230","SWE"
"S1597_2006",-0.172381672759446,-0.090264414818434,"S1597",2006,"2080032230","SWE"
"S1597_2007",0.0607925577723441,0.148052320621647,"S1597",2007,"2080032230","SWE"
"S1597_2008",0.0150164259767076,-0.0683785882518235,"S1597",2008,"2080032230","SWE"
"S1597_2009",0.032113836476691,-0.0717257851751496,"S1597",2009,"2080032230","SWE"
"S1597_2012",-0.0949935277944972,-0.0548646026919945,"S1597",2012,"2080032230","SWE"
"S1597_2013",-0.0919256171074841,-0.0915564614330552,"S1597",2013,"2080032230","SWE"
"S1598_2006",0.141945790710161,-0.0666996492444075,"S1598",2006,"2080032600","SWE"
"S1598_2004",0.0564944939947835,-0.0352369902487467,"S1598",2004,"2080032600","SWE"
"S1598_2005",0.133649497176718,-0.0639238398356985,"S1598",2005,"2080032600","SWE"
"S1598_2008",0.141945790710161,-0.0666996492444074,"S1598",2008,"2080032600","SWE"
"S1598_2009",0.141945790710161,-0.0666996492444075,"S1598",2009,"2080032600","SWE"
"S1598_2010",0.141945790710161,-0.0666996492444075,"S1598",2010,"2080032600","SWE"
"S1598_2011",0.141945790710161,-0.0666996492444075,"S1598",2011,"2080032600","SWE"
"S1598_2012",0.141945790710161,-0.0666996492444075,"S1598",2012,"2080032600","SWE"
"S1598_2013",0.141945790710161,-0.0666996492444075,"S1598",2013,"2080032600","SWE"
"S1599_2004",0.259620308398517,-0.0595468448462037,"S1599",2004,"2080032230","SWE"
"S1599_2005",0.252975049677644,-0.0577374972779926,"S1599",2005,"2080032230","SWE"
"S1599_2006",0.231722267022731,-0.0390177062288505,"S1599",2006,"2080032230","SWE"
"S1599_2007",0.263044920645084,-0.0403608490817788,"S1599",2007,"2080032230","SWE"
"S1599_2008",0.244536425357515,-0.0598118301215109,"S1599",2008,"2080032230","SWE"
"S1599_2009",0.234746476418417,-0.0693897712552637,"S1599",2009,"2080032230","SWE"
"S1599_2011",0.235280346580629,-0.0640492886599044,"S1599",2011,"2080032230","SWE"
"S1599_2012",0.236239337030715,-0.0639587263507192,"S1599",2012,"2080032230","SWE"
"S1599_2013",0.151206258700017,-0.0816214560707129,"S1599",2013,"2080032230","SWE"
"S1606_2005",0.00342460556927982,-0.0709063618172006,"S1606",2005,"2080032230","SWE"
"S1606_2006",-0.124485725482714,-0.0651842324336287,"S1606",2006,"2080032230","SWE"
"S1606_2007",-0.0442984625283021,-0.0804050794222599,"S1606",2007,"2080032230","SWE"
"S1606_2008",-0.163825097459853,-0.109466276529908,"S1606",2008,"2080032230","SWE"
"S1606_2009",-0.0991604027150697,-0.0805120684112276,"S1606",2009,"2080032230","SWE"
"S1606_2011",-0.111751916963662,-0.0413809975192935,"S1606",2011,"2080032230","SWE"
"S1606_2012",-0.217596056188961,-0.115932936684055,"S1606",2012,"2080032230","SWE"
"S1606_2013",-0.23751784863367,-0.12340865865978,"S1606",2013,"2080032230","SWE"
"S1611_2004",-0.121954642423666,-0.0944190431412633,"S1611",2004,"2080032230","SWE"
"S1611_2005",-0.0488541170333793,-0.0719299096311662,"S1611",2005,"2080032230","SWE"
"S1611_2006",0.0566488982106311,0.0138856186922062,"S1611",2006,"2080032230","SWE"
"S1611_2008",0.0514121699983302,-0.0341528784761028,"S1611",2008,"2080032230","SWE"
"S1611_2009",-0.00212627758939909,-0.0890739549386774,"S1611",2009,"2080032230","SWE"
"S1611_2011",-0.176680028215689,-0.0974623690220561,"S1611",2011,"2080032230","SWE"
"S1611_2012",-0.0356403391954259,-0.100993168124758,"S1611",2012,"2080032230","SWE"
"S1611_2013",-0.0334169224617716,-0.109325016168614,"S1611",2013,"2080032230","SWE"
"S1619_2006",0.141945790710161,-0.0666996492444075,"S1619",2006,"2080032600","SWE"
"S1619_2004",0.130036006274553,-0.0627605935699301,"S1619",2004,"2080032600","SWE"
"S1619_2005",0.141945790710161,-0.0666996492444075,"S1619",2005,"2080032600","SWE"
"S1619_2008",0.141945790710161,-0.0666996492444075,"S1619",2008,"2080032600","SWE"
"S1619_2009",0.141945790710161,-0.0666996492444075,"S1619",2009,"2080032600","SWE"
"S1619_2010",0.141945790710161,-0.0666996492444075,"S1619",2010,"2080032600","SWE"
"S1619_2011",0.141945790710161,-0.0666996492444075,"S1619",2011,"2080032600","SWE"
"S1619_2012",0.141945790710161,-0.0666996492444075,"S1619",2012,"2080032600","SWE"
"S1619_2013",0.141945790710161,-0.0666996492444075,"S1619",2013,"2080032600","SWE"
"S1628_2009",0.0933321561615297,-0.0288147428953775,"S1628",2009,"2080033120","SWE"
"S1628_2010",0.205541682788441,-0.0594079978596842,"S1628",2010,"2080033120","SWE"
